id,text,class,filtered_sentence
1785,'සල්මන් ඛාන් රංගනයෙන් දායක වූ Jai Ho සහ Kick  චිත්\u200dරපට මෙම වසරේ වාර්තාගත ලෙස අදායාම් ඉපයී ය.',Entertainment,සල්ම කා රංගන දා වූ    චිත්රප වසර වාර්තාගත අදායා ඉපය
1786,'ශ්\u200dරේණිගත කිරීම්වල අබිතාබ්         බච්චන් ඉපයීම්වලින් 3 වන ස්ථානයට ද ප්\u200dරසිද්ධියෙන් සිව් වන ස්ථානයට ද පත්ව සිටී.',Entertainment,ෂ්රේනිගත කිර අබිතාබ බච්ච ඉපය  ස්ථානය ප්රසිද්ධි සි ස්ථානය පත් සිට
1787,'ඉන්දීය ක්\u200dරිකට් නායක මහේන්ද්\u200dර සිං දෝනි සිව් වන ස්ථානයේ පසු  වන්නේ ඉන්දීය රුපියල් කෝටි 141.8ක් උපයමිනි.',Entertainment,ඉන්ද ක්රිකට නා මහේන්ද්ර සිං දෝ සි ස්ථාන පසු ව ඉන්ද රුපියල කෝටි  උපයමි
1788,'අක්ෂේ කුමාර් ඉන්දීය රුපියල් කෝටි 172කට හිමිකම් කියමින් ඉපයීම් ලැයිස්තුවේ 4වන ස්ථානයට පත්ව සිටී.',Entertainment,අක්ෂ කුමාර ඉන්ද රුපියල කෝටි ක හිමික කිය ඉපය ලැයිස්ත වන ස්ථානය පත් සිට
1789,'ශ්\u200dරී ලාංකික බොලිවුඩ් නිළි ජැක්ලින් ෆර්නැන්ඩස් ඉපයීම්වලින් 85වන ස්ථානයට ත් ප්\u200dරසිද්ධිය අතින් 45 වන ස්ථානයට ත් පත්ව සිටීම විශේෂත්වයකි.',Entertainment,ෂ්ර ලාංකික බොලිවුඩ නිලි ජැක්ල ෆර්නැන්ඩස ඉපය ව ස්ථානය ත් ප්රසිද්ධ අත  ස්ථානය ත් පත් සිටී විෂේෂත්ව
1790,'දකුණු අප්\u200dරිකානු ජාතික රොලීන් ස්ට්\u200dරෝස් මෙවර ලෝක රූ රැජිණ තරගයේ කිරුළ දිනා ගත්තා ය.',Entertainment,දක අප්රිකා ජාතික රොලී ස්ට්රෝස මෙවර ලෝක රූ රැජින තරග කිරුල දි ගත්ත
1791,'ඊයේ ලන්ඩන් නුවරදී අවසන් මහා තරගය පැවැත්විය.',Entertainment,ඉ ලන්ඩ නුවරද අවස තරග පැවැත්ව
1792,'22 හැවිරිදි රොලීන් ස්ට්\u200dරෝස් මේ වන විට වෛද්\u200dය සිසුවියක ලෙස අධ්\u200dයාපනය හදාරන්නී ය.',Entertainment,හැවිරිදි රොලී ස්ට්රෝස වෛද් සිසුවි අධ්යාපන හදාර
1793,"'රූ රැජිණ තරගයේ දෙවන හා තෙවන ස්ථාන ජයග්\u200dරහණය කළේ, හංගේරියානු රූමතියක වන එඩ්නා කල්ස්කර් හා අමෙරිකානු රූමතියක වන එළිසබත් සෆ්රිට ය.'",Entertainment,රූ රැජින තරග දෙව තෙව ස්ථා ජයග්රහන කලේ හංගේරියා රූමති එඩ් කල්ස්කර අමෙරිකා රූමති එලිසබ සෆ්රි
1794,'දකුණු ඉන්දීය ජනප්\u200dරිය නිළියක වන දේවයානි ගුරු වෘත්තියට එක් වී තිබේ.',Entertainment,දක ඉන්ද ජනප්ර නිලි දේවයා ගුර වෘත්තිය එක් වී තිබ
1795,"'ඉන්දීය මාධ්\u200dය වාර්තා කර ඇත්තේ, ඇය  චෙන්නාහි පිහිටි පෞද්ගලික පාලසලක ප්\u200dරාථමික අංශයේ ගුරුවරියක ලෙස කටයුතු කරන බව ය.'",Entertainment,ඉන්ද මාධ් වාර්ත කර ඇත්ත ඇය චෙන්නා පිහිටි පෞද්ගලික පාලසලක ප්රාථමික අංෂ ගුරුවරි කටයුත කරන
1796,"'ආනන්දම්, ෆ්\u200dරෙන්ඩ්ස් සහ සූර්යවම්සම් දෙව්යානිගේ සුවිශේෂ රංගන කුසලතාව නිරූපණය වූ චිත්\u200dරපට අතරින් කිහිපයකි.'",Entertainment,අනන්ද ෆ්රෙන්ඩ්ස සූර්යවම්ස දෙව්යානි සුවිෂේෂ රංග කුසලතා නිරූපන වූ චිත්රප අතර කිහිප
1797,"'දේවයානි කමල් හාසන්, විජේ වැනි ජනප්\u200dරිය නළුවන් සමග ප්\u200dරධාන නිළිය ලෙස චිත්\u200dරපටවල රංගනයෙන් දායක වී තිබේ.'",Entertainment,දේවයා කමල හාස විජ ජනප්ර නලු ප්රධා නිල චිත්රපට රංගන දා වී තිබ
1798,'දෙව්යානි දියණියන් දෙදෙනකුගේ මවක ද වන්නී ය.',Entertainment,දෙව්යා දියන දෙදෙන මවක ව
1799,'පකිස්ථානයේ ආන්දෝලනාත්මක නිළියක වන වීනා මලික් සහ ඇගේ සැමියාට වසර 26ක සිර දඬුවමක් නියම කර තිබේ.',Entertainment,පකිස්ථාන අන්දෝලනාත් නිලි වී මලි ඇගේ සැමියා වසර ක සිර දඬුවම නිය කර තිබ
1800,"'ඒජන්සි වාර්තාවල දැක්වෙන්නේ, පකිස්ථානයේ ප්\u200dරමුඛ පෙළේ Geo TV රූපවාහිනී සේවය හරහා ආගමික වශයෙන් අපහාසාත්මක වැඩසටහනක් කිරීම හේතුවෙන් මෙම සිර දඬුවම නියම කළ බව ය.'",Entertainment,එජන්සි වාර්තා දැක්වෙ පකිස්ථාන ප්රමුක පෙල   රූපවාහින සේව හරහ අගමික අපහාසාත් වැඩසටහන කිරී හේතු සිර දඬුව නිය කල
1801,'මෙම නඩු තීන්දුවට අනුව Geo TV මාධ්\u200dය ආයතනයේ හිමිකරු වන මීර් ෂකීල් උර් රහමන්ට සහ අදාළ රූපවාහිනී වැඩසටහන මෙහෙය වූ ෂයිස්ටා වහීඩිට ද වසර 26 බැගින් සිර දඬුවම් නියම කර තිබේ.',Entertainment,නඩු තීන්දුව   මාධ් අයතන හිමිකර මීර ෂකීල උර් රහමන් අදාල රූපවාහින වැඩසටහ මෙහෙ වූ ෂයිස්ට වහීඩි වසර  බැග සිර දඬුව නිය කර තිබ
1802,'ග්\u200dරැමී සම්මානය දිනූ සැක්සෆෝන වාදන ශිල්පී කෙනී ජී (Kenny G) අද පෙරවරුවේ දිවයිනට පැමිණියේය.',Entertainment,ග්රැම සම්මාන දින සැක්සෆෝ වාද ෂිල්ප කෙන ජී   අද පෙරවර දිවයින පැමිනියේ
1803,'ඔහු අද රාත්\u200dරි 8.00ට නෙළුම් පොකුණ රඟහලේදී පැවැත්වෙන විශේෂ ප්\u200dරසංගයකට එක් වීමට නියමිත ය.',Entertainment,ඔ අද රාත්රි  නෙල පොක රගහලේද පැවැත්වෙ ප්රසංගයක එක් වීම නියමිත
1804,'කෙනී ජී යනු සැක්සෆෝනයෙන් ලොවක් වසග කළ අග්\u200dරගන්\u200dය සංගීත නිර්මාණ ශිල්පියෙකි.',Entertainment,කෙන ජී යනු සැක්සෆෝන ලොව වසග කල අග්රගන් සංගීත නිර්මාන ෂිල්පි
1805,'තමන්ට අනන්\u200dය වූ සැක්සෆෝන වාදන රටාවක් ඔස්සේ ලොව පුරා ප්\u200dරේක්ෂක ආදරය දිනාගත් මේ සුවිශේෂි වාදන ශිල්පියා 1994 වසරේදී ග්\u200dරැමී සංගීත සම්මානයෙන් ද පිදුම් ලැබීමට සමත් විය.',Entertainment,තමන් අනන් වූ සැක්සෆෝ වාද රටාව ඔස්ස ලොව පුර ප්රේක්ෂක අදර දිනාග සුවිෂේෂි වාද ෂිල්පි  වසරේද ග්රැම සංගීත සම්මාන පිද ලැබීම සම විය
1806,"'ඒ, ඔහුගේ ෆොරේවර් ඉන් ලව් සංගීත නිර්මාණය වෙනුවෙනි.'",Entertainment,ඔහු ෆොරේවර ඉන් ලව් සංගීත නිර්මාන වෙනුවෙ
1807,'ස්වකීය සංගීත නිර්මාණ මෙන්ම ලෝක සංගිතයේ ප්\u200dරවීනයන් සමග ද සංගීත නිර්මාණය රැසක් ලොවට දායාද කළ කෙනී ජී ගේ සංගීත අත්දැකීම අද රාත්\u200dරියේදී නෙළුම් පොකුණ රඟහලට පැමිණෙන ශ්\u200dරී ලාංකිය සංගීත ලෝලින්ට අත්විඳිය හැකිය.',Entertainment,ස්වක සංගීත නිර්මාන මෙන් ලෝක සංගිත ප්රවීන සංගීත නිර්මාන රැස ලොව දායා කල කෙන ජී සංගීත අත්දැකී අද රාත්රි නෙල පොක රගහල පැමිනෙ ෂ්ර ලාං සංගීත ලෝලින් අත්විද හැ
1808,'දිවයිනට පැමිණීමෙන් අනතුරුව කෙනී ජී සහභාගි වූ ප්\u200dරවෘත්ති සාකච්ඡාව පහත දැක්වේ.',Entertainment,දිවයින පැමින අනතුර කෙන ජී සහබාගි වූ ප්රවෘත් සාකච්චා පහත දැක්
1809,'කෙනී ජී (Kenny G) දිවයිනට පැමිණි අවස්ථාවේ නිව්ස්ෆස්ට් කැමරාවේ සටහන් වූ ඡායාරූප කිහිපයක් පහත දැක්වේ.',Entertainment,කෙන ජී   දිවයින පැමිනි අවස්ථ නිව්ස්ෆස්ට කැමර සටහ වූ චායාරූප කිහිපය පහත දැක්
1810,'ඉතාලියේ The Voice රියැලිටි වැඩසටහනේ පළමු ස්ථානය හිමි කරගත් Cristina Scuccia කන්\u200dයා සොහොයුරිය සිය පළමු ගීතය එළිදක්වා තිබේ.',Entertainment,ඉතාලි   රියැලිටි වැඩසටහන පල ස්ථාන හි කරග   කන් සොහොයුර සිය පල ගීත එලිදක් තිබ
1811,"'ඇය සිය පළමු ගීතය ලෙස එළිදක්වා ඇත්තේ, මැඩෝනාගේ ‘Like a Virgin’ ගීතයේ ප්\u200dරතිනිර්මාණයකි.'",Entertainment,ඇය සිය පල ගීත එලිදක් ඇත්ත මැඩෝන      ගීත ප්රතිනිර්මාන
1812,"'ඇය පවසන්නේ, මෙම ගීතය පිළිබඳව කුමන විවේචන එල්ල වුව ද ඊට මුහුණ දීමට තමන් සූදානම් බව ය.'",Entertainment,ඇය පවස ගීත කුම විවේච එල් වුව ඉට මුහ දීම තම සූදාන
1813,'මෙම ගීතයෙහි අදහස ආදරය තුළින් මිනිසුන්ට නව ජීවයක් ලබා දීම බව ඇගේ අර්ථකථනය යි.',Entertainment,ගීත අදහස අදර තුල මිනිසුන් ජීවය ලබා දීම ඇගේ අර්ථකථන යි
1814,'අතීතය අතහැර මිනිසුන්ට නව ජීවිතයක් ළඟා කර ගැනීමට අවශ්\u200dය පෙළඹවීමක් මෙම ගීතය හරහා ඇති කරන බව Cristina Scuccia කන්\u200dයා සොහොයුරිය පවසයි.',Entertainment,අතීත අතහැර මිනිසුන් ජීවිතය ලගා කර ගැනීම අවෂ් පෙලබවීම ගීත හරහ කරන   කන් සොහොයුර පවස
1815,'මෙම ගීතය දින දෙකක් තුළදී Youtube තුළින් නැරඹූ වාර ගණන 700000 ඉක්මවා තිබේ.',Entertainment,ගීත දින දෙක තුලද  තුල නැරබ වාර ගනන  ඉක්ම තිබ
1816,'මැඩෝනා ගැයූ ‘Like a Virgin’ මුල් ගී නිර්මාණය පහත දැක්වේ.',Entertainment,මැඩෝ ගැය      මුල ගී නිර්මාන පහත දැක්
1817,'ඇපල් සමාගමේ සම නිර්මාතෘ අභාවප්\u200dරාප්ත ස්ටීව් ජොබ්ස්ගේ ජීවිත කතාව ඇසුරින් නිර්මාණය කෙරෙන ‘Jobs’ චිත්\u200dරපටයේ ස්ටීව් ජොබ්ස්ගේ චරිතය සඳහා ඔස්කා සම්මානලාභී නළු ක්\u200dරිස්ටියන් බේල් (Christian Bale) තෝරාගෙන තිබේ.',Entertainment,ඇපල සමාග සම නිර්මාතෘ අබාවප්රාප්ත ස්ටී ජොබ්ස් ජීවිත කතා ඇසුර නිර්මාන කෙරෙ    චිත්රපට ස්ටී ජොබ්ස් චරිත ඔස් සම්මානලාබ නලු ක්රිස්ට බේල   තෝරාගෙ තිබ
1818,"'ස්ටීව් ජොබ්ස්ගේ සැබෑ ජීවිතය ඇසුරින් නිර්මාණය කෙරෙන මෙම චිත්\u200dරපටය අධ්\u200dයක්ෂණය කරනු ලබන්නේ, සම්මානනීය අධ්\u200dයක්ෂ ඩැනී බොයිල් විසිනි.'",Entertainment,ස්ටී ජොබ්ස් සැබෑ ජීවිත ඇසුර නිර්මාන කෙරෙ චිත්රපට අධ්යක්ෂන කර ලබ සම්මානන අධ්යක්ෂ ඩැන බොයිල විසි
1819,'ඔහු මීට පෙර නිර්මාණය කළ ‘Slumdog Millionaire’ චිත්\u200dරපටයට සම්මාන රැසක් හිමි විය.',Entertainment,ඔ මීට පෙර නිර්මාන කල     චිත්රපටය සම්මා රැස හි විය
1820,"'ඒරන් සෝකින් ‘Jobs’ චිත්\u200dරපටයේ තිර පිටපත රචනා කරනුයේ, වෝල්ටර් අයිසැක්සන් විසින් රචනා කරන ලද ‘Steve Jobs’ නමැති චරිතාපදානය ඇසුරිනි.'",Entertainment,එර සෝ    චිත්රපට තිර පිටපත රච කරනු වෝල්ටර අයිසැක්ස රච කරන ලද     නමැ චරිතාපදාන ඇසුරි
1821,"'ඒරන් සෝකින් පවසන්නේ, Mac, NeXT සහ iPod යනුවෙන් කොටස් තුනක් ඔස්සේ මෙම චිත්\u200dරපටය නිර්මාණය වන බව ය.'",Entertainment,එර සෝ පවස    යනු කොටස තුන ඔස්ස චිත්රපට නිර්මාන
1822,'ශ්\u200dරී ලාංකික සුපිරි බොලිවුඩ් නිළි ජැක්ලින් ෆර්නැන්ඩස්ට බ්\u200dරිතාන්\u200dය චිත්\u200dරපටයක ප්\u200dරධාන චරිතයක් සඳහා ඇරයුම් ලැබී තිබේ.',Entertainment,ෂ්ර ලාංකික සුපිරි බොලිවුඩ නිලි ජැක්ල ෆර්නැන්ඩස් බ්රිතාන් චිත්රපට ප්රධා චරිතය ඇරය ලැබ තිබ
1823,"'ඉන්දීය මාධ්\u200dය වාර්තා කළේ, The Definition of Fear නමැති බ්\u200dරිතාන්\u200dය චිත්\u200dරපටය සඳහා එලෙස ඇයට ආරාධනා ලැබී ඇති බව ය.'",Entertainment,ඉන්ද මාධ් වාර්ත කලේ     නමැ බ්රිතාන් චිත්රපට එලෙස ඇයට අරාධ ලැබ
1824,'තමන් රඟපෑ බොලිවුඩ් චිත්\u200dරපට නැරඹීමෙන් පසුව එම චිත්\u200dරපටයේ නිෂ්පාදකවරයාගෙන් තමන්ට ඇරයුම් ලැබුණු බව ජැක්ලින් පවසා තිබේ.',Entertainment,තම රගපෑ බොලිවුඩ චිත්රප නැරබ පස චිත්රපට නිෂ්පාදකවර තමන් ඇරය ලැබ ජැක්ල පවස තිබ
1825,"'ඇය සඳහන් කළේ, බොලිවුඩ් චිත්\u200dරපට කෙරෙහි බටහිර රටවල විශේෂ අවධානයක් පවතින බව ය.'",Entertainment,ඇය සදහ කලේ බොලිවුඩ චිත්රප කෙර බටහිර රට අවධානය පවති
1826,'සල්මන් ඛාන් සමග රඟපෑ Kick චිත්\u200dරපටයේ සාර්ථකත්වය ඊට බොහෝ දුරට බලපාන්නට ඇතැයි ඇගේ විශ්වාසය යි.',Entertainment,සල්ම කා රගපෑ  චිත්රපට සාර්ථකත්ව ඉට දුර බලපාන්න ඇතැ ඇගේ විෂ්වාස යි
1827,"'ඇය ප්\u200dරකාශ කළේ, බ්\u200dරිතාන්\u200dය චිත්\u200dරපටයක ප්\u200dරධාන චරිතය සඳහා තමන්ට ඇරයුම් ලැබීම ඇදහිය නොහැකි තරම් සතුටට කරුණක් බව ය.'",Entertainment,ඇය ප්රකාෂ කලේ බ්රිතාන් චිත්රපට ප්රධා චරිත තමන් ඇරය ලැබී ඇදහ නොහැ තර සතුට කරුන
1828,'Kick චිත්\u200dරපටයේ පූර්ව ප්\u200dරචාරක වීඩියෝවක්…',Entertainment,චිත්රපට පූර් ප්රචාරක වීඩියෝවක්…
1829,'බොලිවුඩ් සිනමාවේ සුපිරි තරුව ෂාරුක් ඛාන්ගේ අවුරුදු එකහමාරක් වයසැති පුතණුවන් බොලිවුඩ් සිනමාවට එක්වී තිබේ.',Entertainment,බොලිවුඩ සිනම සුපිරි තර ෂාරු කා අවුරුද එකහමාර වයසැ පුතනු බොලිවුඩ සිනමාව එක්ව තිබ
1830,"'ඒ, තිරගත වීමට නියමිත Happy New Year චිත්\u200dරපටය තුළිනි.'",Entertainment,තිරගත වීම නියමිත    චිත්රපට තුලි
1831,"'ෂාරුක්ගේ බිරිඳ වන ගෞරි පවසා ඇත්තේ, එම චිත්\u200dරපටයේ ඇය ද රඟපාන බව ය.'",Entertainment,ෂාරුක් බිරිද ගෞරි පවස ඇත්ත චිත්රපට ඇය රගපා
1832,'දිනක් රූගත කිරීම් අතරතුර ෂාරුක් ඛාන් සහ චිත්\u200dරපටයේ නිෂ්පාදිකා ෆාරා ඛාන් තමන්ට දුරකතනයෙන් කතා කර AbRam පුතණුවන් රූගත කිරීම් කරන ස්ථානයට රැගෙන එන ලෙස දැනුම් දුන් බව ගෞරි පැවසීය.',Entertainment,දින රූගත කිර අතරතුර ෂාරු කා චිත්රපට නිෂ්පාදි ෆාර කා තමන් දුරකතන කතා කර  පුතනු රූගත කිර කරන ස්ථානය රැගෙ එන දැන ද ගෞරි පැවස
1833,"'එහි අවසන් ප්\u200dරතිඵලය වී ඇත්තේ, ඔවුන් දෙදෙනා ම චිත්\u200dරපටයට රංගනයෙන් දායක වීමෙනි.'",Entertainment,එ අවස ප්රතිපල වී ඇත්ත ඔව දෙදෙ චිත්රපටය රංගන දා වීමෙ
1834,'ලෝකයට රහසක්ව පැවති සුපිරි බොලිවුඩ් නළු ශාරුක් ඛාන්ගේ තුන්ව වන දරුවා පිළිබඳ තොරතුරු පළමු වරට සමාජ ජාල වෙබ් අඩවි ඔස්සේ පළ කර තිබේ.',Entertainment,ලෝකය රහසක් පැව සුපිරි බොලිවුඩ නලු ෂාරු කා තුන් දර තොරතුර පල වරට සමාජ ජාල වෙබ අඩවි ඔස්ස පල කර තිබ
1835,'ශාරුක් ඛාන් සිය තුන්වන දරුවා වන ජෝයි අබ්බ්\u200dරම් පිළිබඳව එලෙස කරුණු හෙළි කර ඇත්තේ දරුවාට අවුරුද්දකු ත් මාස 6ක් ගත වූ පසු ය.',Entertainment,ෂාරු කා සිය තුන්ව දර ජෝ අබ්බ්ර එලෙස කර හෙලි කර ඇත්ත දරුවා අවුරුද්ද ත් මාස ක් ගත වූ පසු
1836,'ගෞරි සහ ශාරුක් දෙපොළට තව ත් පුතෙක් සහ දියණියක් ද සිටිති.',Entertainment,ගෞරි ෂාරු දෙපොල ත් පුත දියනිය සිටි
1837,"'සිරස එෆ්.එම්', 'නිවුස්ෆස්ට් එක්ව සංවිධානය කරන ත්\u200dරිරෝද රථ සැණකෙළියේ පළමු අදියර රත්නපුර හිදැල්ලන නව නගර ක්\u200dරීඩාංගණයේදී පැවැත්විය.'",Entertainment,සිරස එෆ්එ නිවුස්ෆස්ට එක් සංවිධාන කරන ත්රිරෝ රථ සැනකෙලි පල අදියර රත්නපුර හිදැල්ල නගර ක්රීඩාංගන පැවැත්ව
1838,"'මෙම සැනකෙළිය කඩවසම් ත්\u200dරිරෝද රථ රියැදුරු තෙරීමේ, අංකාර ම ත්\u200dරිරෝද රථය තෙරීම, ගායානා තරග ඇතුළු අංග රැසකින්  සමන්විත විය.'",Entertainment,සැනකෙල කඩවස ත්රිරෝ රථ රියැදුර තෙර අංකාර ත්රිරෝ රථය තෙරී ගායා තරග අංග රැස සමන්විත විය
1839,'ලිංගිකත්වය ඉස්මතු කිරීම සඳහා නිළියන් භාවිත කිරීමේදී ඉදිරියෙන් ම සිටිනුයේ ඉන්දීය චිත්\u200dරපට කර්මාන්තය බව එක්සත් ජාතීන්ගේ සංවිධානය නිකුත් කළ වාර්තාවකින් හෙළි වී තිබේ.',Entertainment,ලිංගිකත්ව ඉස්මත කිරී නිල බාවිත කිරීමේද ඉදිරි සිටිනු ඉන්ද චිත්රප කර්මාන්ත එක්ස ජාතී සංවිධාන නිකු කල වාර්තා හෙලි වී තිබ
1840,'කාන්තාවන් පිළිබඳව ක්\u200dරියාත්මක වන UN Women ආයතනයේ ප්\u200dරධානත්වයෙන් සැකසුණු මෙම වාර්තාව මගින් ලොව පුරා කාන්තාවන් පිළිබඳව අධ්\u200dයයනයක් කර ඇත.',Entertainment,කාන්තා ක්රියාත්   අයතන ප්රධානත්ව සැකස වාර්තා ලොව පුර කාන්තා අධ්යයනය කර ඇත
1841,"'එම වාර්තාවෙහි සඳහන් වන්නේ, ආකර්ෂණය උදෙසා කාන්තාවන් යොදා ගැනීම සිනමා ක්ෂේත්\u200dරයේ බෙහෙවින් ඉහළ ගොස් ඇති බව ය.'",Entertainment,එම වාර්තා සදහ ව අකර්ෂන කාන්තා යොද ගැනී සිනම ක්ෂේත්ර බෙහෙව ඉහල ගොස
1842,'විශේෂයෙන් ම නිළියන්ගේ නිරුවත හෝ අඩ නිරුවත ප්\u200dරදර්ශනය කිරීම හරහා ප්\u200dරේක්ෂක අවධානය ලබා ගැනීමට සිනමා නිර්මාණකරුවන් උත්සහ දරන බව එම වාර්තාවෙන් පෙන්වා දී තිබේ.',Entertainment,විෂේෂ නිලි නිරුවත හෝ අඩ නිරුවත ප්රදර්ෂන කිරී හරහ ප්රේක්ෂක අවධාන ලබා ගැනීම සිනම නිර්මානකරු උත්සහ දරන වාර්තා පෙන් තිබ
1843,'මෙම තත්ත්වය ඉන්දීය සිනමා කර්මාන්තයේ නව ප්\u200dරවණතාවක් ලෙස වර්ධනය වී ඇතැයි එහි සඳහන් වේ.',Entertainment,තත්ත්ව ඉන්ද සිනම කර්මාන්ත ප්රවනතාව වර්ධන වී ඇතැ එහි සදහ වේ
1844,'එය ලොව සියලු සිනමා කර්මාන්ත සමග ගත් කල 35%ක ප්\u200dරතිශතයකි.',Entertainment,එය ලොව සියල සිනම කර්මාන්ත ගත් කල  ප්රතිෂත
1845,'සංගීතය විශ්ව භාෂාවක් බව ත් එය රස විඳීමට භාෂාව බල නොපාන බව ත් අපි අසා ඇත්තෙමු.',Entertainment,සංගීත විෂ් බාෂාව ත් එය රස විදීම බාෂා බල නොපා ත් අපි අසා ඇත්ත
1846,'මිනිසුන්ට අමතරව සතුන් ද සංගීතයට ප්\u200dරතිචාර දක්වන අවස්ථා ද අපට හුරුපුරුදු ය.',Entertainment,මිනිසුන් අමතර සත සංගීතය ප්රතිචාර දක්ව අවස්ථ අපට හුරුපුරුද
1847,'ජාත්\u200dයන්තර බට නළා වාදන තරගයකදී සිය බට නළාව වයමින් සිටි ජපානයේ Yuki Ota නමැති 29 හැවිරිදි ශිල්පිණියකගේ නළල මත සමනලයෙකු වැසූ පුවතක් ඩෙන්මාර්කයෙන් වාර්තා විය.',Entertainment,ජාත්යන්තර බට නලා වාද තරගයකද සිය බට නලා වය සිටි ජපාන   නමැ  හැවිරිදි ෂිල්පිනි නලල සමනල වැස පුවත ඩෙන්මාර්ක වාර්ත විය
1848,'ඩෙන්මාර්කයේ ඔඩෙන්ස්හි පැවති Carl Nielsen International Flute Competition නමැති තරගය අතරතුර මෙම සිද්ධිය සිදුවී තිබේ.',Entertainment,ඩෙන්මාර්ක ඔඩෙන්ස් පැව      නමැ තරග අතරතුර සිද්ධ සිදුව තිබ
1849,'සමනලයා නළල මත වැසීමෙන් පසු ඒ මත ඇවිදීම නිසා Yuki Ota ට සිය වාදනය නිවැරදිව කිරීම අභියෝගයක් විය.',Entertainment,සමනල නලල වැස පසු ඇවිදී   සිය වාදන නිවැරදි කිරී අබියෝගය විය
1850,'ඇය හිස ගසමින් සමනලයා ඉවත් කිරීමට උත්සහ කළ ද සමනලයා ඇය අතහැර නොගියේ ය.',Entertainment,ඇය හිස ගස සමනල ඉ කිරීම උත්සහ කල සමනල ඇය අතහැර නොගි
1851,"'කෙසේ වෙතත්, Yuki Ota එම සිද්ධියෙන් සිය ඒකාග්\u200dරතාව බිඳ වැටීමට ඉඩ නොදිණි.'",Entertainment,කෙස වෙ   සිද්ධි සිය එකාග්රතා බිද වැටීම ඉඩ නොදිනි
1852,"'එම වාදන තරගයේ විනිශ්චය කරුවන් පවසන්නේ, වාදනය අතරතුර සමනලයා නළල මත වැසීම ත්, සමනලයාගේ බාධා කිරීම් මධ්\u200dයයේ නිවැරදිව බට නළාව වාදනය කිරීම ත් පුදුමසහගත බව ය.'",Entertainment,එම වාද තරග විනිෂ්ච කරු පවස වාදන අතරතුර සමනල නලල වැසී ත් සමනල බාධ කිර මධ්ය නිවැරදි බට නලා වාදන කිරී ත් පුදුමසහගත
1853,'ඉන්දීය සිනමා පටයකට රංගනයෙන් දායක වීමට තමන් කැමැත්තෙන් පසුවන බව හොලිවුඩ් සුපිරි නළු ආර්නල්ඩ් ස්වොට්සනේගර් (Arnold Schwarzenegger) පවසා තිබේ.',Entertainment,ඉන්ද සිනම පටයක රංගන දා වීම තම කැමැත්ත පසුව හොලිවුඩ සුපිරි නලු අර්නල්ඩ ස්වොට්සනේගර   පවස තිබ
1854,"'ඔහු මේ බව සඳහන් කළේ, ඉන්දියාවේ සංචාරයක් සඳහා පැමිණ සිටින අවස්ථාවේ පැවති මාධ්\u200dය හමුවකදී ය.'",Entertainment,ඔ සදහ කලේ ඉන්දිය සංචාරය පැමින සිටි අවස්ථ පැව මාධ් හමුවකද
1855,"'ඔහු ප්\u200dරකාශ කළේ, ශංකර් (Shanmugam Shankar) නමැති දෙමළ සිනමා\u200d අධ්\u200dයක්ෂවරයාගේ චිත්\u200dරපටයකට දායක වීමට වඩා ත් කැමති බව ය.'",Entertainment,ඔ ප්රකාෂ කලේ ෂංකර   නමැ දෙමල සිනමා අධ්යක්ෂ චිත්රපටයක දා වීම ත් කැම
1856,"'ඊට අමතරව, ඉන්දීය නළු නිළියන් සමග රඟපෑමට ද තමන් විශේෂ කැමැත්තක් බව දෙවරක් කැලිෆෝනියාවේ ආණ්ඩුකාර ධුරය හෙබවූ ආර්නල්ඩ් ස්වොට්සනේගර් පැවසීය.'",Entertainment,ඉට අමතර ඉන්ද නලු නිල රගපෑම තම කැමැත්ත දෙවර කැලිෆෝනිය අන්ඩුකාර ධුර හෙබව අර්නල්ඩ ස්වොට්සනේගර පැවස
1857,"'තමන්ගේ දේශපාලන කටයුතු හේතුවෙන් සිනමාවෙන් ඈත්ව සිටි බව ත්, Terminator 5 චිත්\u200dරපටය හරහා යළි ත් සිනමා ක්ෂේත්\u200dරයට අවතීර්ණ වීමට ඉඩ සැලසුණු බව ත් ඔහු පෙන්වා දුන්නේ ය.'",Entertainment,තම දේෂපාල කටයුත හේතු සිනමා ඇත් සිටි ත්   චිත්රපට හරහ යලි ත් සිනම ක්ෂේත්රය අවතීර්න වීම ඉඩ සැලස ත් ඔහු පෙන් දු
1858,'ඉන්දියාවේ Times of India පුවත් වෙබ් අඩවිය බොලිවුඩ් නිළි දීපිකා පාදුකෝන් සම්බන්ධයෙන් පළ කළ ඡායාරූපයකට සහ එම ඡායාරූපය පිළිබඳ සටහනකට එරෙහිව දැවැන්ත රැල්ලක් නිර්මාණය වෙමින් පවතී.',Entertainment,ඉන්දිය    පු වෙබ අඩව බොලිවුඩ නිලි දීපි පාදුකෝ සම්බන්ධ පල කල චායාරූපයක චායාරූප සටහනක එරෙහි දැවැන්ත රැල්ල නිර්මාන වෙ පවත
1859,'දීපිකා පාදුකෝන් සිය උඩුකය සුළු වශයෙන් නිරාවරණය වන ඇඳුමකින් සැරසී ගත් ඡායාරූපයක් මෙම ගැටුමට මුල් වී තිබේ.',Entertainment,දීපි පාදුකෝ සිය උඩුක සුල නිරාවරන ඇද සැරස ගත් චායාරූපය ගැටුම මුල වී තිබ
