id,text,class,filtered_sentence
1060,දැන් උබල එක එක විදිහට පක තමා කිව්වම ලොකුද,Sexual,උබල එක එක වදහ පක තම කවව ලක
1062,දැන් මේකනේබ බ බ ඔතන ඇත්තටම මුලින්ම පුක පෙන්නුවෙ මමයි බ බ බ ඒ පිලිබඳ සාක්ෂි ඔක්කෝම දැං මං ළඟ තියෙනවා ඒත් මම පුක පෙන්නපු කාලේ පේස්බුක් තිබුන්නෑ බ බ බ  චතුර 😎,Sexual,මකනබ බ බ ඔතන ඇතතට මලන පක පනනව මම බ බ බ පලබද සකෂ ඔකක ද ම ලග තය එත මම පක පනන කල පසබ තබනන බ බ බ චතර
1064,දැං බලන්න අපේ හාන්දුරුවලේ පිදුරංගල ගිහිල්ලා හැමෝටම පුක පෙන්නනවා අපේ කාලෙ ඔහොම පුක පෙන්නන්න දුන්නෙ නෑඈඈ දැං පුක පෙන්නුවම සැපද  මහින්ද 😎,Sexual,ද බල අප හනදරවල පදරග ගහ හමට පක පනන අප කල ඔහ පක පනන දනන නඇඇ ද පක පනනව සප මහන
1066,"""සිසුන් අන්තර්ජාල දේශනවලදී අන්ත කාමුක දර්ශන පළ කරන විට හිරිහැර හා බිය""",Sexual,සස අනතරජ දෂනවලද අනත කමක දරෂ පල කරන හරහර බය
1068,"""ශිෂ්‍යයන් අන්තර්ජාල දේශනවල අතිශය කාමුක දර්ශන පළ කරමින් ශාස්ත්‍රාලිකයින් පොළඹවයි""",Sexual,ෂෂය අනතරජ දෂන අතෂ කමක දරෂ පල කර ෂසතරලකය පලබ
1070,"""මිතුරෙකු ලිංගික සේවිකාවක් ලෙස හඳුන්වනු ලැබ ඇති අතර, ඇගේ පවුලේ අය කෙරෙහි ද්වේෂ සහගත අදහස් දක්වා ඇත.""",Sexual,මතර ලගක සවකව හදනව ලබ ඇග පවල අය කර දවෂ සහගත අදහස ඇත
1072,"""පිරිමි ළමයින් ගැහැණු ළමයින් සමඟ මිත්‍ර වී ඔවුන්ගේ නිරුවත් ඡායාරූප යැවීමට බල කරයි.""",Sexual,පර ලමය ගහන ලමය මතර ව ඔව නර චයරප යවම බල කර
1074, tool kit size වලට තියනවැ දන්න පුක😂,Sexual,වලට තයනව ද පක
1076, JVP රෙද්දවල් තියෙන්නේ ඕකුන්ගේ ඔලුවල😏මුන්ට ඇතුලේ ඉද්දි සමාජවාදයඑලියට ආවාම job හොයන්න office වලට පුක දෙනවා😂,Sexual,රදද තය ඔක ඔලවලමන ඇතල ඉදද සමජවදයඑලය අව  හය  වලට පක දනව
1078, 😂😂😂  මමත් නොදැක අහක බලං ගියා   දැන් පියුමි හංසමාලිට ගොන් බඩුව කියලා බණින ඕකුන්ම තමයි කවදා හරි ඒකි අතේ සල්ලි ගැවසිලා ඒවා ආයෝජනය කරලා දියුණු උනොත් සාර්ථක කාන්තාවක් කියලා මල් තියන්නෙත්,Sexual,මම නදක අහක බල ග පය හසමල ග බඩ කය බන ඔකන තම කවද හර එක අත සලල ගවස එව අයජන කර දය උන සරථක කනතව කය මල තයනන
1080, සිරාවට 😂 ඔයා වගේ පොඩි ඇච්චෙක් කියන එව්වට රිදෙයිද අනේ මට 🤭 කඩේ යන නොයන වග පේනවනෙ මේ අදාලම නැති එකකට ජනේලෙන් පුක දෙද්දි 😂,Sexual,සරව  ඔය වග පඩ ඇචච කය එවව රදය මට  කඩ නය වග පනවන අදල න එකක ජනල පක දදද
1082, සර්ලයි පුක නෑ තන් නෑ බ්‍රා ඕනිම නෑ ශෝල්ඩර් මිනිහෙක්ගෙ වගේ කියල හදන්න  අපිට පොටෝසොප් බෑනෙ,Sexual,සරල පක තන බර ඔන ෂලඩර මනහක වග කය හද අප පටසප බන
1084, හහහ ගැන්ග් බෑන්ග් නෙවෙයි සහෝදරයා අකවුන්ට් එක රිපෝට් කරන්න කියන එව්වා පොන්න ආතල් 😅 කලින් එකත් කෙලවෙලා මේ අලුත් එකෙන් ආවේ අපි ආතල් දන්නවා ඔයිට වැඩිය 😂😂 ඔහොම ටිකක් යන්,Sexual,හහහ ගනග බනග නව සහදර අකවනට එක රපට කර කය එව ප අතල  කල එක කලව අල එ අව අප අතල දන ඔය වඩ  ඔහ ටක යන
1086, හුත්තො ඒක 😂,Sexual,හතත එක
1088, කෙල්ලෙක් පුක හැපුව සහෝදරයා😭😭,Sexual,කලල පක හප සහදරය
1090, ගැහැව්වට පස්සේ නින්ද යැන්නෑ 😂,Sexual,ගහවව පසස නන යනන
1092, ගනියි  පුක 😂😂,Sexual,ගන පක
1094, තොගෙ තාත්තා ග්‍රාමසේවක කෙනෙක්ද බූරු  හුත්ති මිනිස්සුන්ට නම් දදා යන්නේ ෆේක් වේසියො,Sexual,ත තතත ගරමස කනක බර හත මනසසන දද ය ෆ වසය
1096, ලෝගුව අස්සෙං පුක පෙනුනද වලාකුලු අස්සෙං හඳ පේන්නා වාගේ,Sexual,ලග අසස පක පනන වලකල අසස හද පන
1098, ඉදකිං හුත්ති තො වෙසියක් තො දන්නේ ඒක එකත් එක්ක හුකන්න වීතරයි තො වදපු අම්මටත් ලැජ්ජාවක් හුත්තියෙ ,Sexual,ඉදක හත ත වසය ත ද එක එක එකක හක වතර ත වද අමම ලජජව හතතය
1100, ඕකුන්ට පුක මහලා බඩ යන්න බේත් දෙන්න ඕන   හපෝ මැහුම් අස්සෙන් ලීක් උනොත් ශවර් එකෙන් බොක ගියා වගේ තියෙයි  ඉදගෙනඉද්දිහිතුනා,Sexual,ඔකන පක මහ බඩ ය බ ද ඔන හප මහ අසස ල උන ෂවර එ බක ග වග තය ඉදගනඉදදහත
1102, ඇත්ත වෙන්න පුලුවන්උබ තරම් පුක ගැන දන්න කවුරුත් නෑනේ මේකේ 😂😂,Sexual,ඇතත ව පලවනඋබ තර පක ද කවර නන ම
1104, ඇමතිකම් ගන්න ඉන්න උන් ඇමතිකම් ගන්නෙ නැතුව පනින උන්ට ඇමතිකම් දීල කට පුක වහන් ඉන්නව වගේ වැඩක් 😂😂,Sexual,ඇමතක ග ඉ උන ඇමතක ගනන නත පන උන ඇමතක දල කට පක වහ ඉනන වග වඩ
1106, අනේ හුකපන් මංජේකාර්,Sexual,හක මජකර
1108, අම්මට හුකන්නපොන්න බල්ලාඕකගෙ වලටත් හෙන ගහන්න ඔනේ,Sexual,අමම හකනනප බලලඔක වල හන ගහ ඔන
1110, අපි තුන වසරෙදි තමා සඳමාලි ටීච ඉස්කෝලෙට ආවෙ එයා තමයි ඉස්සෙල්ලම අපේ ගම් පලාතෙ ඇහිබැම හැඩ කලේ රවුං පුක තනි කරලට ගොතාපු දිග කොන්ඩෙ හවස ඉර බහිද්දි අහසෙ පාට වගේ පාට හම    අම්මෝ ඉතිං ඉගෙනගන්න එක පැත්තකින් තියල බදාගන්න හිතුන වාර අනන්තයි අප්‍රමාණයි,Sexual,අප තන වසරද තම සදමල ටච ඉසකල අව එය තම ඉසසලල අප ගම පලත ඇහබ හඩ කල රව පක තන කරල ගත දග කනඩ හවස ඉර බහදද අහස පට වග පට හම අමම ඉත ඉගනග එක පතත තය බදග හත වර අනනත අපරමන
1112, බලාන ගියාම වේස ගෑනූන්ගෙයි උඹලගෙයි ලොකු වෙනසක් නෑ උන් සල්ලි දෙන එකාට රෙද්ද උස්සනවා උඹලා සල්ලී දෙන එකාගේ පස්ස…,Sexual,බල ගය වස ගනනග උබලග ල වනස උන සලල දන එක රද උසස උබ සලල දන එක පසස
1114, ඩොට් ඩොට් විතරක් නෙමේ ටීවී එකේ තව අවුලක් තියනවා වගේ ලොකුයි තමා හැමෝම දන්නවා  ඒ  වුනාට ඔච්චරම ලොකු නෑ මයෙ හිතේ 😅😅😅😅🔫 පුක,Sexual,ඩට ඩට වතර න ටව එක අවල තය වග ලක තම හම දන වන ඔචචර ල මය හත  පක
1116, රැවුල තියෙන පොන්න වඩ කරන උන් එතකොට,Sexual,රව තය ප වඩ කරන උන එතක
1118, නොහුකා හිටහං තෝ දන්න පක,Sexual,නහ හටහ ත ද පක
1120, නෑ හුත්ත බැලුවෙි 😒,Sexual,හතත බලව
1122, ඔව්පු ඇරල යනකම් දන්නෙවත් නෑ ලඟම ඉන්න උන්පුක දන කොට තමයි දැනේනනෙ,Sexual,ඔව ඇරල යනක දනන ලගම ඉ උනපක දන කට තම දනනන
1124, ඔව් යකෝදැන් කනවැල අල්ලන් යන්නේ😂 ඇහ කන වෙලා කන කට වෙලා කට පුක වෙලා පුක ,Sexual,ඔව යකද කනව අලල යනන ඇහ කන ව කන කට ව කට පක ව පක
1126, ඒ වේසි එක්ක මට ගනුදෙනුවක් නෑ දැන්,Sexual,වස එකක මට ගනදනව
1128, එකදවසක් ඌ බීලා මට පුක පෙන්නුවා 😁😁😁,Sexual,එකදවස උ බ මට පක පනන
1130, මොකට බය වෙනවද මුන් හොදයි බං හරක්ගෙ පුක අස්සට අත දාල ගොම ටික එලියට ගන්න 😂,Sexual,මක බය වනව ම හද බ හරක පක අසස අත දල ගම ටක එලය ග
1132, මූට පුක පොලේ ගහගන්න හිතෙනවා ඇති😂,Sexual,මට පක පල ගහග හත ඇත
1134, මනුස්සකමට පුක මිරිකුවාම 😂 මේ අමිලයියෙ කැත වැඩ නොකර හිටපන් බස්වල 🤭,Sexual,මනසසකම පක මරකව  අමලයය කත වඩ නකර හට බස
1136, මං නම් හිතන්නෙ ඔහොම vlog බැලුවට අපි යයිද ඕවැයින් කන්නයි නවතින්නයි මොනා හරි exceptional දෙයක් තියෙනව නම් ඇරෙන්න පිස්සුවක් ඉතින් අපෙන් උඩ ගිහින් අපිට පුක පෙන්නන්න සීන් එකක් තියෙන්නේ,Sexual,ම හතනන ඔහ  බලව අප යය ඔවය කනන නවතනන ම හර  දය තයන ඇර පසසව අප උඩ ගහ අප පක පනන ස එක තය
1138, පොඩ්ඩට කාටද පුක දෙන්න ගියේ මේ මල්ලී දන්නේ නැතී මගුල් කියවලා කෙලව ගන්නේ නැතුව හිටපන් උබත් මට කියලා,Sexual,පඩඩ කට පක ද ග මලල ද නත මගල කයව කල ග නත හට උබ මට කය
1140, පොන්නයන්ගේ හැසිරීම පොන්න බිලාසයෙන් කමෙන්ට් කරලා තියෙනවා දැක්කම පට්ට හිරිකිතයි ඕයි,Sexual,පනන හසර ප බලස කමනට කර තය දකක පට හරකත ඔය
1142, පොන්න වේසිගේ පුතෝ ගොන් පාට් නොදී ඉදපන් ගොන් ආතල් දෙන්න එපා උබලා උබලගේ ආතල් එක ගනින් පාඩුවේ,Sexual,ප වස පත ග පට නද ඉද ග අතල ද එප උබ උබල අතල එක ගන පඩ
1144, පුක 😂😂,Sexual,පක
1146, පුක වෙනුවෙන් කෑම,Sexual,පක කම
1148, පුක හෝදන්නෙත් නෑ කියලා කියපං දැන් ඉතින්,Sexual,පක හදනන කය කයප
1150, පුක හිරවුනු බෙට්ට,Sexual,පක හරව බට
1152, පුක පෙන්නන් නැති හින්දා අවුලක් නැද්ද අපේ හාමුදුරුවනේ මේ කරන දේ හරිද lka  SriLanka,Sexual,පක පනන න හනද අවල නද අප හමදරවන කරන ද හර
1154, පුක පුක නොකිය රෝස මල කියන්නද😂😂 අනේ යනෝ හාලෝ යන්න,Sexual,පක පක න රස මල කයනනද යන හල ය
1156, පිස්සු හුත්තියෙක් ලෙඩ්ඩුන්ට බුදු සරණයි මේකෙ එකාලටත් පොත්ත රතුනම් ඒ ඇති කැහැටු බැල්ලියක් උනත් කරේ තියන් යන්න,Sexual,පසස හතතය ලඩඩන බද සරන මක එකල පතත රතන කහට බලලය උන කර ත ය
1158, පිස්සු නැතිව දාන්න ඔය වගේ සල්ලි පස්සෙ දුවන ගොබ්බ හුත්තියො ගැන මිනිස්සු දැනගන්නෝන ඔහොම ගෑණු පොල් පිත්තක් ගත්තත් කපාගන්න ඇහැකි වේස ගෑණු,Sexual,පසස නත ද ඔය වග සලල පසස දව ගබබ හතතය මනසස දනගනන ඔහ ගන පල පතත ගත කපග ඇහ වස ගන
1160, දවසක් මන් මනුස්සකමට පුක මිරිකුවහම ඒ ආන්ටි බැලුවෙත් නිකං අභ්‍යන්තර ඉන්ද්‍රියක් පනපිටින් ගලවල අතට දුන්න වගෙ බැල්මකින්,Sexual,දවස මන මනසසකම පක මරකවහ අනට බලව නක අබයනතර ඉනදරය පනපට ගල අතට ද වග බල
1162,  සුදු පුක,Sexual,සද පක
1164,  සී වේසි කියන්නේ මුහුදු හුකන්නිටනෙ,Sexual,ස වස කය මහද හකනනටන
1166,  හුත්තො 😂😂 ෆේක් එකක් 😂😂😂,Sexual,හතත  ෆ එක
1168,  ඕකාගෙ අලි පුක නෙහ් පේන්න බැරි පොඩි පකයෙක්,Sexual,ඔක අල පක නහ ප බර පඩ පකය
1170,  අනේ උඹ හුකහන් හුත්තො ඇයි උඹ මොනා කරන්නද,Sexual,උබ හකහ හතත උබ ම කරනන
1172,  අනේ පල හුත්තො තොපේ මහ එකාගෙ දවසක වියඳම කීයද ඒ දවස් වල,Sexual,පල හතත තප එක දවසක වයද කය දවස වල
1174,  ඩෙමා මේ නංගිගෙ පස්ස හදල දෙන්න,Sexual,ඩම නග පසස හදල ද
1176,  රාහුලේ උන්ට කොහොමත් ලඟ තියෙන එකේ අගයක් නෑ පුක ඉරාගෙන බීච් එක ගාවට යනවා නූපෙ ඉඳන් 😂😂,Sexual,රහල උන කහම ලග තය එක අගය පක ඉරග බච එක ගව ය නප ඉද
1178,  ඔව් හුත්තෝ කැරි සිද්දිය ඩුප්ලිකේට් එක ගැහුවා විතරයි ටුවීට් එක මිසින් 😂,Sexual,ඔව හතත කර සදද ඩපලකට එක ග වතර ටවට එක මස
1180,  ඔවු ඔවු හැබැයි ඊට වඩා ප්‍රසිද්දයි කිරි කට්ටට කැරි දාන පොඩි අප්පොලෑ වලවුව කීවම,Sexual,ඔව ඔව හබ ඉට පරසදද කර කටට කර දන පඩ අපපල වලව කව
1182,  ඔයා මොන බඩුව ගැහුවාත් ඔච්චර තමා ඉතිං😂,Sexual,ඔය මන බඩ ගහව ඔචචර තම ඉත
1184,  ඔය ලෑටි පුක ඕකට දැම්මොත් මම අයින් වෙනවා ව්‍යාපෘතියෙන්,Sexual,ඔය ලට පක ඔකට දමම මම අය ව වයපත
1186,  පුක පොලවෙ ගහගන්න හිතිල බං තියෙන්නෙ,Sexual,පක පලව ගහග හත බ තයනන
1188,   කමක් නෑ එයාට කියාගන්න බැරි වුනාට ඔයාට පුළුවන්නේ කැරි වැඩ කරන්න එපා කියලා කියන්න යාලු සතුටුයි 😊 කැරිවැඩ ඇලෙනදේ,Sexual,කම එය කයග බර වන ඔය පලව කර වඩ කර එප කය කය යල සතට  කරවඩ ඇලනද
1190,   පට්ට වේසි දැන් පොලිසියෙන් ඉල්ලං කාපන්,Sexual,පට වස පලස ඉලල ක
1192,    අහ් දැන් දැක්කේ ඔයා ඔය දාලා පොටෝ දෙක ගහපු උන් දෙන්නා මගේ යාළුවෝ උන් මේක දැක්කා නං පුක හපාගෙන මැරෙයි ඕයි 🤦🏿‍♂️,Sexual,අහ දක ඔය ඔය ද පට දක ගහ උන දන මග යල උන මක දක න පක හපග මර ඔය
1194,    පුක හපනවා අල්ලලා 😬😬😬,Sexual,පක හප අලල
1196,           ඉතින් බල්ලො ඒක දැම්ම නිසා නේ මේම එකක් හැදුනෙ මම කිව්වද තනියම කරා කියල නිකන් කැරි කතා කියන්න එපා ගස් බල්ල,Sexual,බලල එක දම න මම එක හදන මම කවව තනය කර කය නක කර කත කය එප ගස බල
1198,Tharindu Ananda උබට මතකද අපි youth tournament එකක නෙට් බෝල් ගැහුවා 💪🔥,Sports,උබට මතක අප   එකක නට බල ග
1200,Team  යි පුලුවන් ක් තියෙනව ඔන්න ඔතනයි පුතේ තරඟෙ තියෙන්නෙ TCLSL,Sports,ය පල තයන ඔතන පත තරග තයනන
1202,Support කරන්නෙ colombo kings එකට මොකා දින්නත් කමක් නෑ මට ලොකු ආසවක් තිබ්බා ලංකවේ ලීග් එකක් ගහනවා බලන්න දැන් එක හැබෑ වෙන්න අත ලග,Sports,කරනන   එකට ම දනන කම මට ල අසව තබබ ලක ලග එක ගහ බල එක හබ ව අත ලග
1204,Powerfull spike ශ්‍රී ලංකන් අපේ කොල්ලොඔය නිශිදව උඩදාගෙන ඉන්න උන් බලපල්ලඅපේ උනුත් දක්ශයිබන් එකෙන්ම 🇱🇰👊🇱🇰❤️,Sports,ලක අප කලලඔ නෂද උඩදග ඉ උන බලපලලඅප උන දකෂයබ එකන
1206,Out door ගහලා ගහලා indoor මැච් එකක් සෙට් උනාම අමු පිස්සෙක් වෙන්නේ මම විතරද 😍,Sports,ගහ ගහ  මච එක සට උන අම පසස ව මම වතර
1208,Middl attacker can back attack and hight attack too 👊❤️❤️කුයික හයි සහ බැක් ඇටෑක් ගහද්දි 👊👊,Sports,කයක හය බ ඇට ගහදද
1210,LPL T ඔයා බලපු ටෙස්ට් වල overs  ද ගැහුවේ 😂,Sports,ඔය බල ටසට වල  ගහ
1212,LPL තරගාවලියේ සියලු කණ්ඩායම්වල සංචිත ප්‍රකාශයට පත් කෙරේ,Sports,තරගවල සයල කනඩය සචත පරකෂය පත කර
1214,LPL තරගාවලියට සහභාගි නොවිමට හේතුව Aruna පුවත්පත කළ විමසීමකදී ලසිත් මාලිංග කළ ප්‍රකාශය…,Sports,තරගවලය සහබග නවම හත  පවතපත කල වමසමකද ලස මලග කල පරකෂය
1216,LPL තරගාවලියට ක්‍රීඩකයින් අද සිට වැඩ අල්ලයි,Sports,තරගවලය කරඩකය අද වඩ අලල
1218,LPL තරගාවලියට මෙතෙක් නම් කර ඇති විදෙස් ක්‍රීඩකයන්  දෙනා මෙන්න ජාත්‍යන්තර ක්‍රිකට් ක්‍රීඩකයින් ද සහභාගී කර ගනිමින් වසර අටකට පසුව මෙරට පවත්ව,Sports,තරගවලය කර වදස කරඩක ද ජතයනතර කරකට කරඩකය සහබග කර ගන වසර අටක පස මර පවත
1220,IPL Fail කියන්නෙ LPL වල Highest Wicket Taker වෙයි අටලෝදහම ප්‍රෙන් අටලෝදහම 😉❤,Sports,කයනන  වල    ව අටලදහ පර අටලදහ
1222,Ipl වල වගේ LPL jersey වල sponsor නැ වැඩීය,Sports,වල වග   වල  න වඩ
1224,ipl නිසා සල්ලි පෙරේතයා කියලා උගෙ රටේම උන් උට බැන්නාකකුලෙ ඉන්ජරි ආවාරටින් කසිම සහයෝගයක් රුපියලක් දුන්නෙ නෑමාලි තනියම නැගිට්ටා,Sports,සලල පරත කය උග රට උන උට බනනකකල ඉනජර අවරට කස සහයගය රපයල දනන නමල තනය නගටට
1226,Football ගහන්න ඕන උන් වොලිබෝල් ගහද්දි,Sports,ගහ ඔන උන වලබල ගහදද
1228,🤗🙂නවතම ක්රිකට් පුවත් දැනගන්න අප සමග එක්වන්න😎😍🤗,Sports,නවත කරකට ප දනග අප එකවනන
1230,😲 අම්මෝ ඒ පැනිල්ල කොහොමද ගමේ කොල්ලෝ Spikers Training,Sports,අමම පන කහම ගම කලල
1232,DSI  Final Match    දෙකටන පද්මවතී වි vs  රුවන්වැල්ල රාජසිංහ වි,Sports,දකට පදමවත ව  රවනවල රජසහ ව
1234,BBC News සිංහල  අකිල ධනංජයගේ පන්දු යැවීමේ විලාසය නීති විරෝධීයි  අයිසීසී ,Sports,සහ අක ධනජ පනද යව වලස න වරධ අයසස
1236,Bඛාණ්ඩයෙන් තරග කල CEB කණ්ඩායම මූළික වටයේ සියළුම තරග ජයගනිමින් B ඛාණ්ඩයේ  ස්ථානයට පත්විය අවසන් පූර්ව තරගය Aඛාණ්ඩයේ  ස්ථානය වන ශ්‍රී ලංකා යුධ හමුදා කඪායමසමග තරග වැදීමට නියමිතය  මාර්තු ,Sports,කනඩ තරග කල  කනඩය මලක වට සයල තරග ජයගන  කනඩ සථනය පතව අවස පර තරග කනඩ සථන ල යධ හමද කඩයමසමග තරග වදම නයමත මරත
1238,Akila Jayasundara දැන්වත් රට වෙනුවෙන් සෙල්ල්ම් කරපන්මන් දන්නවා උබ හිටියන්ම් ලංකාවට අද ගොඩක් ඉස්සරහට යන්න තිබ්බා,Sports,දන රට සලල කරපනම දන උබ හටයන ලකව අද ගඩ ඉසසරහ ය තබබ
1240,සෙල්ලම් කරන්න තැනක් නැතුව කනත්තෙත් සෙල්ලම් කලා 😕,Sports,සලල කර තන නත කනතත සලල කල
1242,සොරි අපිට ලීග් ක්‍රිකට් අරන් ආවේ මෙයාලා 💟😍,Sports,සර අප ලග කරකට අර අව මය
1244,සැබෑ ක්‍රීඩකයන් යනු,Sports,සබ කරඩක යන
1246,සුසන්තිකා ඔලිම්පික් ලංකාවට දිනා දී අදට වසර යි,Sports,සසනත ඔලමප ලකව ද අදට වසර ය
1248,සුහද ක්‍රීඩා සමාජෙකොල්ලො හදාගෙන එන ගමනක්,Sports,සහ කරඩ සමජකලල හදග එන ගමන
1250,සුගතදාස එළිමහන් ක්රිඩා පිටිය පුහුණුවීම් සදහා උදෑසන  සිට විවෘත කරනු ඇත ඇතුළත් වීමට පහත අයදුම්පත පුරවාගෙන යාම අනිවාර්ය වේ,Sports,සගතදස එලමහ කරඩ පට පහනව සදහ උදස වවත කර ඇත ඇතල වම පහත අයදමපත පරවග යම අනවර ව
1252,සිංහල ක්‍රිකට් විහිලු බලන්න එකතු වන්න,Sports,සහ කරකට වහල බල එකත ව
1254,සබරගමු පළාත් ක්‍රීඩා දෙපාර්තමේන්තුව ක්‍රීඩා නිළධාරී   ශ්‍රේණිය  වයස අවු  අතර සබරගමු පළාතේ පදිංචි අයදුම්කරුවන් සදහා… අයදුම්පත් භාරගැනීමේ අවසන් දිනය…,Sports,සබරග පල කරඩ දපරතමනත කරඩ නලධර ෂරන වයස අව සබරග පලත පදච අයදමකර සදහ අයදමප බරගන අවස දනය
1256,ශ්‍රී ලංකා ජාතික පුහුණුකරු විසින් ලාංකික ක්‍රීඩක ක්‍රීඩිකාවන්ට හා පුහුණුකරුවන් වෙත මාසිකව ඉදිරිපත් කරනු ලබන ශ්‍රී ලංකා ජාතික පුහුණුකරුගේ මාසික පණිවිඩය…,Sports,ල ජතක පහනකර ලකක කරඩක කරඩකවන පහනකර මසක ඉදරප කර ලබන ල ජතක පහනකර මසක පනවඩය
1258,ශ්‍රී ලංකා මළල ක්‍රීඩා සංගමයේ ගරු සභාපති තුමන් සමග   වන ජාතික මළල ක්‍රීඩා ශූරතාවය  ,Sports,ල මලල කරඩ සගම ගර සබප තම ජතක මලල කරඩ ෂරතව
1260,ශ්‍රී ලංකා මලල ක්‍රීඩා ජාතික පුහුණුකරු වයිකේ කුලරත්න ගුරුපියාණන් වත්මන් කොවිඩ්  වසංගත තත්වය තුල ලාංකික මලල ක්‍රීඩාවේ ඉදිරි සැලසුම් පිලිබදව විස්තර කල සම්මුඛ සාකච්ඡාව,Sports,ල මලල කරඩ ජතක පහනකර වය කලරත ගරපයන වතම කවඩ වසගත තතව තල ලකක මලල කරඩ ඉදර සලස පලබද වසතර කල සමමක සකචච
1262,වොලිබෝල්ක්‍රීඩාව ප්‍රගුණ කරන්නට සටහන් අයිතිය,Sports,වලබලකරඩ පරග කරනන සටහ අයත
1264,වොලිබෝල් කියන්නෙ ක්‍රිඩාවක් නෙමේ ආගමක්,Sports,වලබල කයනන කරඩව න අගම
1266,වොලිබෝල් ගහන අය බාස්කට්බෝල ගහන්න ගියාම 👌💪💪💪💪,Sports,වලබල ගහන අය බසකටබ ගහ ගය
1268,වොලි බොල් ගහන්න ආස එඋන් බස්කට් බොල් සෙල්ලම් කරම ඔහොම වෙනවා ගනන් ගන්නෙප,Sports,වල බල ගහ අස එඋ බසකට බල සලල කරම ඔහ ව ගන ගනනප
1270,වාර්තා පිට වාර්තා සමගින් යුද හමුදා ඔලිම්පික් උළෙල අවසන් වෙයි,Sports,වරත පට වරත සමග යද හමද ඔලමප උල අවස ව
1272,වයසට ගියත් හවසට කොල්ලො එක්ක වොලිබෝල්,Sports,වයස ග හවස කලල එකක වලබල
1274,වචනේ පරිසමාප්ත අර්ථයෙන්ම ලෙජන්ඩ් කෙනෙක්හැමවෙලේම ශ්‍රී ලන්කන් ක්‍රිකට් එක්ක ඉන්න ආස කෙනෙක්සනත්ගේ official page එකෙනුත් LPL එකට wish කරලා තිබ්බා,Sports,වචන පරසමපත අරථයන ලජනඩ කනකහමවල ලනක කරකට එකක ඉ අස කනකසනත   එකන  එකට  කර තබබ
1276,හවස් වෙලා සෙල්ලම් කරෙ නැත්තම් උන වගේ,Sports,හවස ව සලල කර නතත උන වග
1278,ක්‍රීඩාවට තරඟ දුලබ වූ ගෙවුනු වසරේ රට වෙනුවෙන් ඉහළම දක්ෂතාවය දැක්වූ ක්‍රීඩකයා හෝ ක්‍රීඩා කණ්ඩායම කවුරුන් විය හැකිද,Sports,කරඩව තරග දලබ ව ගව වසර රට ඉහල දකෂතව දකව කරඩක හ කරඩ කනඩය කවර වය හක
1280,ක්‍රීඩා නිළධාරීන්ගේ කියුම් කෙරුම් එළිවෙයි – සභාපතිගෙ පිටියත් මඩ වගුරක්,Sports,කරඩ නලධර කය කර එලව  සබපත පට මඩ වගර
1282,ක්‍රීඩකයෙනි අධෛර්යමත් නොවන්න ශ්‍රී ලංකා මලල ක්‍රීඩා ජාතික පුහුණුකරු,Sports,කරඩකය අධරයම නව ල මලල කරඩ ජතක පහනකර
1284,ක්‍රීඩකයන් පුහුණුවීම් සදහා යොදාගන්නා ජර්සිය 💟,Sports,කරඩක පහනව සදහ යදගන ජරස
1286,ක්‍රිකට්බෑSL ටිම් එකත් එක්ක තව එක  ටිම් එකකට සපොට් කරන්න හිතෙනවා කාටද සපොට් කරන්නේ 🤔🤔🤔🤔🤔🤔,Sports,කරකටබ ට එක එකක එක ට එකක සපට කර හත කට සපට කර
1288,කොළඹ දිස්ත්‍රික් අන්තර් ප්‍රාදේශීය ලේකම් කොට්ඨාශ මලල ක්‍රීඩා  තරඟාවලිය  අවසන් තරඟ ප්‍රතිඵල  විවෘත,Sports,කලබ දසතර අනතර පරදෂ ලක කටටෂ මලල කරඩ තරගවල අවස තරග පරතප වවත
1290,කොහොමත් ඒක එහෙමම ඇතිමොකද කිසිම team එකක් පාකිස්තානෙට match එකකට ගියපු නැති කාලෙක අපේ එවුන් බය නැතුව ගිහින් tournmnent එකක්ම ගහලා ආවේ,Sports,කහම එක එහම ඇතමක කස  එක පකසතන  එකක ගය න කලක අප එව බය නත ගහ  එකක ගහ අව
1292,කොටුව ඇතුලෙ කොටුව එළියෙ ගේමෙදිදින්නමපැරදුනාම අපේ උන් කතාවෙන Talk බලන්න,Sports,කට ඇතල කට එලය ගමදදනනමපරදන අප උන කතව  බල
1294,කාවුද දන්නෙ දැන් පන දාගෙන practice කරනවද කියල😅😍😘🇱🇰💥,Sports,කව දනන පන දග  කරනව කයල
1296,කාලයක් නම් best lefthanded attackerතාමත් ආදරෙයිආසයි…,Sports,කලය   තම අදරයඅසය
1298,කැපවීම  උනන්දුව තිබේනම් වොලිබෝල් එකෙන්ම 👊👊❤🇱🇰,Sports,කපව උනනද තබන වලබල එකන
1300,කුසල් මානසිකව වට්ටන්න හදනවද දන්නෑ 😁🤭,Sports,කසල මනසක වටට හදනව දනන
1302,ඊයේ මේ පැත්තට එන්න බැරි වුනා මොකක් හරි ක්‍රිකට් සීන් එකක් වුනාද  අපේ එවුන් ටුවර් එකක් වත් දිනලද  මොකක්ද අර ඉමේජ් සීන් එක  🤔,Sports,ඉය පතත එ බර ව මක හර කරකට ස එක වන අප එව ටවර එක දනල මකක අර ඉමජ ස එක
